what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ltk.core.refactoring,3.6.0.v20120523-1543,"org.eclipse.ltk.core.refactoring",1384958251730
started,bundle,org.eclipse.ltk.ui.refactoring,3.7.0.v20120523-1543,"org.eclipse.ltk.ui.refactoring",1384958251730
started,bundle,org.eclipse.search,3.8.0.v20120523-1540,"org.eclipse.search",1384958251730
started,bundle,org.eclipse.team.core,3.6.100.v20120524-0627,"org.eclipse.team.core",1384958251730
started,bundle,org.eclipse.team.ui,3.6.201.v20130125-135424,"org.eclipse.team.ui",1384958251730
started,bundle,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui",1384958251730
started,bundle,org.eclipse.ui.console,3.5.100.v20120521-2012,"org.eclipse.ui.console",1384958251730
started,bundle,org.eclipse.ui.editors,3.8.0.v20120523-1540,"org.eclipse.ui.editors",1384958251730
started,bundle,org.eclipse.ui.forms,3.5.200.v20120705-114351,"org.eclipse.ui.forms",1384958251730
started,bundle,org.eclipse.ui.ide,3.8.2.v20121106-165923,"org.eclipse.ui.ide",1384958251730
started,bundle,org.eclipse.ui.navigator,3.5.200.v20120705-114103,"org.eclipse.ui.navigator",1384958251730
started,bundle,org.eclipse.ui.net,1.2.101.v20120914-093638,"org.eclipse.ui.net",1384958251730
started,bundle,org.eclipse.ui.views,3.6.100.v20120705-114010,"org.eclipse.ui.views",1384958251746
started,bundle,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"org.eclipse.ui.workbench",1384958251746
started,bundle,org.eclipse.ui.workbench.texteditor,3.8.0.v20120523-1310,"org.eclipse.ui.workbench.texteditor",1384958251746
started,bundle,org.eclipse.update.configurator,3.3.200.v20120912-144026,"org.eclipse.update.configurator",1384958251746
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1384958251746
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1384958251746
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1384958251746
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1384958251746
started,bundle,org.eclipse.m2e.logback.configuration,1.0.200.20111228-1245,"org.eclipse.m2e.logback.configuration",1384958251746
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1384958251746
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1384958251746
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1384958251746
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1384958251746
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1384958251746
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1384958251746
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1384958251746
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1384958251746
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1384958251746
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1384958251746
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1384958251746
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1384958251746
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1384958251746
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1384958251746
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20120522-1651,"org.eclipse.jdt.apt.core",1384958251746
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20120522-1651,"org.eclipse.jdt.apt.pluggable.core",1384958251746
started,bundle,org.eclipse.jdt.core,3.8.3.v20130121-145325,"org.eclipse.jdt.core",1384958251746
started,bundle,org.eclipse.jdt.core.manipulation,1.5.0.v20120523-1543,"org.eclipse.jdt.core.manipulation",1384958251746
started,bundle,org.eclipse.jdt.debug,3.7.101.v20120913-153601,"org.eclipse.jdt.debug",1384958251761
started,bundle,org.eclipse.jdt.debug.ui,3.6.100.v20120530-1425,"org.eclipse.jdt.debug.ui",1384958251761
started,bundle,org.eclipse.jdt.launching,3.6.101.v20130111-183046,"org.eclipse.jdt.launching",1384958251761
started,bundle,org.eclipse.jdt.ui,3.8.2.v20130107-165834,"org.eclipse.jdt.ui",1384958251761
started,bundle,org.eclipse.pde.launching,3.6.100.v20120605-203027,"org.eclipse.pde.launching",1384958251761
started,bundle,org.eclipse.pde.ui,3.7.2.v20130121-093123,"org.eclipse.pde.ui",1384958251777
started,bundle,org.eclipse.ui.trace,1.0.1.v20121204-224553,"org.eclipse.ui.trace",1384958251777
started,bundle,org.eclipse.ui.views.log,1.0.300.v20120530-1435,"org.eclipse.ui.views.log",1384958251777
started,bundle,org.eclipse.wb.discovery.core,1.5.1.r42x201209161116,"org.eclipse.wb.discovery.core",1384958251777
started,bundle,org.eclipse.egit.core,3.0.3.201309161630-r,"org.eclipse.egit.core",1384958251777
started,bundle,org.eclipse.egit.ui,3.0.3.201309161630-r,"org.eclipse.egit.ui",1384958251777
started,bundle,org.eclipse.jgit,3.0.3.201309161630-r,"org.eclipse.jgit",1384958251777
os,sysinfo,,,"win32",1384958251793
arch,sysinfo,,,"x86_64",1384958251793
ws,sysinfo,,,"win32",1384958251793
locale,sysinfo,,,"en_US",1384958251793
processors,sysinfo,,,"4",1384958251793
